temp,avg,max
body temp,70.1551,77
body temp,66.9422,71
body temp,70.9858,77
body temp,72.5352,81
body temp,66.3987,71
body temp,73.8391,80
body temp,66.471,73
body temp,74.222,82
body temp,67.2322,72
body temp,74.8136,83
body temp,67.0733,72
body temp,76.2464,85
body temp,66.6467,71
body temp,75.9974,86
body temp,67.5912,72
body temp,76.1129,85
body temp,68.0156,73
body temp,76.0553,88
body temp,74.5867,89
body temp,74.9572,86
body temp,75.4549,85
body temp,66.8193,73
body temp,75.4925,85
body temp,66.4599,73
body temp,76.1408,85
body temp,66.7945,72
body temp,75.1593,83
body temp,66.8734,72
body temp,74.34,83
body temp,66.7179,73
body temp,74.0442,81
body temp,66.5603,71
body temp,66.112,71
body temp,72.1989,78
body temp,66.4342,72
body temp,71.8673,78
body temp,66.6741,72
body temp,71.9475,79
body temp,66.9079,72
body temp,70.7938,76
body temp,66.6687,71
body temp,70.1238,76
body temp,66.4911,71
body temp,68.8395,73
body temp,66.5871,72
body temp,69.1007,75
body temp,66.3475,72
body temp,68.7767,75
body temp,67.0094,71
body temp,70.5739,77
body temp,66.878,71
body temp,70.6189,77
body temp,66.8375,71
body temp,72.3962,79
body temp,66.4367,71
body temp,73.6719,81
body temp,74.6316,85
body temp,66.4512,72
body temp,75.1016,83
body temp,67.0749,72
body temp,74.2865,88
body temp,68.7447,74
body temp,77.1475,88
